userId,bookId,rating,title
278843,89,8.0,Flowers for Algernon (Bantam Classic)
278843,90,8.0,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback))
278843,35,8.0,Don't Sweat the Small Stuff and It's All Small Stuff : Simple Ways to Keep the Little Things from Taking Over Your Life (Don't Sweat the Small Stuff Series)
242,91,10.0,The Martian Chronicles
254,92,7.0,"The Lion, the Witch, and the Wardrobe (The Chronicles of Narnia, Book 2)"
254,93,9.0,The Secret Life of Bees
254,94,10.0,American Gods
254,87,9.0,The Bonesetter's Daughter
254,95,9.0,Harry Potter and the Chamber of Secrets (Book 2)
254,57,9.0,Harry Potter and the Chamber of Secrets (Book 2)
254,96,9.0,Harry Potter and the Prisoner of Azkaban (Book 3)
254,58,9.0,Harry Potter and the Prisoner of Azkaban (Book 3)
254,97,9.0,Harry Potter and the Goblet of Fire (Book 4)
254,98,8.0,The Dark Half
254,99,9.0,1984
254,100,8.0,Animal Farm
254,101,9.0,Harry Potter and the Sorcerer's Stone (Book 1)
254,102,9.0,The Hobbit: or There and Back Again
254,103,8.0,"The Fellowship of the Ring (The Lord of the Rings, Part 1)"
254,104,7.0,She's Come Undone (Oprah's Book Club)
507,93,10.0,The Secret Life of Bees
507,105,7.0,The Perfect Husband
507,106,7.0,"Whisper of Evil (Hooper, Kay. Evil Trilogy.)"
638,107,9.0,The Lake House
638,76,10.0,The Lovely Bones: A Novel
638,108,10.0,Four Blind Mice
638,20,9.0,2nd Chance
638,109,10.0,The Catcher in the Rye
638,4,10.0,Me Talk Pretty One Day
638,110,10.0,Barrel Fever : Stories and Essays (Barrel Fever)
638,30,10.0,The Pilot's Wife : A Novel Tag: Author of the Weight of Water (Oprah's Book Club (Hardcover))
638,111,10.0,Suzanne's Diary for Nicholas
638,112,10.0,"The Two Towers (The Lord of the Rings, Part 2)"
638,113,9.0,"Like Water for Chocolate: A Novel in Monthly Installments, With Recipes, Romances, and Home Remedies"
638,8,10.0,The Da Vinci Code
638,114,10.0,Skipping Christmas
638,115,10.0,Nights in Rodanthe
638,116,7.0,Bridget Jones : The Edge of Reason
638,117,7.0,"Girl, Interrupted"
643,118,7.0,FORREST GUMP (Movie Tie in)
709,76,3.0,The Lovely Bones: A Novel
709,119,7.0,The Hitchhiker's Guide to the Galaxy
709,120,10.0,The Giver (21st Century Reference)
805,121,7.0,Divine Secrets of the Ya-Ya Sisterhood: A Novel
805,122,9.0,Life of Pi
805,123,7.0,Naked
805,124,9.0,Interpreter of Maladies
805,125,8.0,Dragonfly in Amber
805,126,8.0,Girl with a Pearl Earring
805,127,8.0,She's Come Undone (Oprah's Book Club (Paperback))
805,128,10.0,Writing Down the Bones
882,129,7.0,Stanislaski Brothers (Silhouette Promo)
882,130,10.0,The Thorn Birds
882,8,10.0,The Da Vinci Code
882,131,6.0,Three Fates
882,132,10.0,The Clan of the Cave Bear (Earth's Children (Paperback))
882,133,10.0,The Alienist
882,134,9.0,Midnight in the Garden of Good and Evil: A Savannah Story
882,135,10.0,Snow Falling on Cedars
929,136,6.0,The Loop
929,137,6.0,The Stand: Complete and Uncut
929,138,10.0,Anne Frank: The Diary of a Young Girl
929,139,8.0,The Color Purple
1025,121,5.0,Divine Secrets of the Ya-Ya Sisterhood: A Novel
1025,140,8.0,Jonathan Livingston Seagull
1025,142,9.0,Blackberry Wine
1025,143,9.0,Angela's Ashes: A Memoir
1131,145,8.0,Bel Canto: A Novel
1131,146,7.0,Little Altars Everywhere: A Novel
1131,147,7.0,Fried Green Tomatoes at the Whistle Stop Cafe
1131,148,8.0,The Hours : A Novel
1131,149,6.0,Faking It
1131,150,7.0,How to Make an American Quilt
1131,151,7.0,Ellen Foster
1131,152,7.0,Where the Heart Is (Oprah's Book Club (Paperback))
1131,153,5.0,Sex &amp; the City
1131,154,7.0,All Around the Town
1131,155,7.0,Good in Bed
1211,156,9.0,Memoirs of a Geisha Uk
1211,8,9.0,The Da Vinci Code
1248,158,10.0,The Sparrow
1424,159,7.0,The Poisonwood Bible: A Novel
1424,160,8.0,Prey
1424,161,5.0,The Bean Trees
1424,156,8.0,Memoirs of a Geisha Uk
1424,162,7.0,Year of Wonders
1424,163,7.0,A Map of the World
1424,164,8.0,Plain Truth
1424,165,8.0,A Walk in the Woods: Rediscovering America on the Appalachian Trail (Official Guides to the Appalachian Trail)
1424,43,6.0,The Joy Luck Club
1435,166,10.0,The Bean Trees
1435,167,5.0,Congo
1435,168,5.0,The Cider House Rules
1435,152,8.0,Where the Heart Is (Oprah's Book Club (Paperback))
1435,169,7.0,A Case of Need
1435,170,4.0,Hearts In Atlantis
1435,143,8.0,Angela's Ashes: A Memoir
1435,171,5.0,Tis : A Memoir
1435,172,10.0,The Kitchen God's Wife
1435,173,5.0,Wild Animus
1435,174,10.0,Chicken Soup for the Soul (Chicken Soup for the Soul)
1674,175,7.0,The Witching Hour (Lives of the Mayfair Witches)
1674,176,10.0,A Heartbreaking Work of Staggering Genius
1674,177,10.0,Sister of My Heart
1674,158,5.0,The Sparrow
1733,149,5.0,Faking It
1733,178,9.0,Face the Fire (Three Sisters Island Trilogy)
1733,90,10.0,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback))
1733,173,1.0,Wild Animus
1848,122,10.0,Life of Pi
1848,179,10.0,Fahrenheit 451
1848,180,8.0,The Andromeda Strain
1848,181,8.0,Timeline
1848,137,5.0,The Stand: Complete and Uncut
1848,182,10.0,The Five People You Meet in Heaven
1848,183,10.0,"The Eye of the World (The Wheel of Time, Book 1)"
1848,184,8.0,Ender's Game (Ender Wiggins Saga (Paperback))
1903,123,10.0,Naked
1903,184,10.0,Ender's Game (Ender Wiggins Saga (Paperback))
2030,185,10.0,Bridget Jones: The Edge of Reason
2033,186,10.0,Falling Up
2033,40,5.0,Interview with the Vampire
2033,95,9.0,Harry Potter and the Chamber of Secrets (Book 2)
2033,96,9.0,Harry Potter and the Prisoner of Azkaban (Book 3)
2033,97,9.0,Harry Potter and the Goblet of Fire (Book 4)
2033,60,9.0,Harry Potter and the Order of the Phoenix (Book 5)
2033,187,6.0,Key of Light (Key Trilogy (Paperback))
2033,188,8.0,Couplehood
2033,101,9.0,Harry Potter and the Sorcerer's Stone (Book 1)
2110,189,7.0,Confessions of an Ugly Stepsister : A Novel
2110,190,5.0,Life of Pi
2110,191,10.0,Sword of Shannara
2110,192,9.0,Thinner
2110,90,10.0,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback))
2179,193,9.0,Stupid White Men ...and Other Sorry Excuses for the State of the Nation!
2179,194,8.0,Digital Fortress : A Thriller
2179,8,10.0,The Da Vinci Code
2179,195,9.0,"Dude, Where's My Country?"
2179,99,8.0,1984
2179,101,10.0,Harry Potter and the Sorcerer's Stone (Book 1)
2179,102,9.0,The Hobbit: or There and Back Again
2276,196,9.0,Watership Down
2276,114,5.0,Skipping Christmas
2276,197,9.0,Southern Cross
2276,198,4.0,Isle of Dogs
2276,199,10.0,The Runaway Jury
2276,200,10.0,The Brethren
2276,201,9.0,Black Friday
2276,202,10.0,2nd Chance
2276,105,8.0,The Perfect Husband
2276,203,9.0,Dust to Dust
2276,106,10.0,"Whisper of Evil (Hooper, Kay. Evil Trilogy.)"
2276,204,10.0,Nickel and Dimed: On (Not) Getting By in America
2313,86,9.0,Divine Secrets of the Ya-Ya Sisterhood : A Novel
2313,205,9.0,The Princess Bride: S Morgenstern's Classic Tale of True Love and High Adventure
2313,206,5.0,The Mistress of Spices
2313,87,5.0,The Bonesetter's Daughter
2313,207,9.0,Song of Solomon (Oprah's Book Club (Paperback))
2313,91,7.0,The Martian Chronicles
2766,208,8.0,Five Quarters of the Orange
2766,76,9.0,The Lovely Bones: A Novel
2766,88,8.0,Circle of Friends
2766,120,8.0,The Giver (21st Century Reference)
2766,209,8.0,The Glass Lake
2766,210,10.0,To Kill a Mockingbird
2766,211,6.0,Slow Waltz in Cedar Bend
2766,212,7.0,A Bend in the Road
2766,213,9.0,Seabiscuit: An American Legend
2766,214,7.0,A Is for Alibi (Kinsey Millhone Mysteries (Paperback))
2766,215,8.0,The Eyre Affair (Alex Awards (Awards))
2766,216,6.0,Mama Makes Up Her Mind: And Other Dangers of Southern Living
2766,217,10.0,OLD MAN AND THE SEA
2766,165,8.0,A Walk in the Woods: Rediscovering America on the Appalachian Trail (Official Guides to the Appalachian Trail)
2766,173,6.0,Wild Animus
2766,19,7.0,Chicken Soup for the Pet Lover's Soul (Chicken Soup for the Soul)
2891,121,6.0,Divine Secrets of the Ya-Ya Sisterhood: A Novel
2891,93,7.0,The Secret Life of Bees
2891,122,5.0,Life of Pi
2891,206,7.0,The Mistress of Spices
2891,177,8.0,Sister of My Heart
2891,158,9.0,The Sparrow
2891,207,8.0,Song of Solomon (Oprah's Book Club (Paperback))
2891,218,7.0,Jane Eyre (Bantam Classics)
2891,127,7.0,She's Come Undone (Oprah's Book Club (Paperback))
2891,43,7.0,The Joy Luck Club
2891,219,9.0,A Fine Balance
2891,220,8.0,The Curious Incident of the Dog in the Night-Time (Vintage Contemporaries)
2977,162,7.0,Year of Wonders
2977,221,7.0,White Oleander : A Novel
2977,222,5.0,"Breath, Eyes, Memory"
2977,176,3.0,A Heartbreaking Work of Staggering Genius
2977,126,7.0,Girl with a Pearl Earring
2977,104,9.0,She's Come Undone (Oprah's Book Club)
3167,40,5.0,Interview with the Vampire
3167,223,9.0,Jurassic Park
3167,224,7.0,The Lost World
3167,140,8.0,Jonathan Livingston Seagull
3167,120,10.0,The Giver (21st Century Reference)
3167,225,10.0,A Wrinkle in Time
3167,226,9.0,Contact
3167,227,6.0,All I Really Need to Know
3167,184,10.0,Ender's Game (Ender Wiggins Saga (Paperback))
3346,76,9.0,The Lovely Bones: A Novel
3346,228,8.0,"The Golden Compass (His Dark Materials, Book 1)"
3346,94,6.0,American Gods
3346,230,9.0,Weirdos From Another Planet!
3363,75,10.0,Lucky : A Memoir
3363,231,8.0,Milkrun
3363,232,10.0,Ella Minnow Pea: A Novel in Letters
3363,152,10.0,Where the Heart Is (Oprah's Book Club (Paperback))
3363,216,8.0,Mama Makes Up Her Mind: And Other Dangers of Southern Living
3371,147,10.0,Fried Green Tomatoes at the Whistle Stop Cafe
3371,46,7.0,Irish Hearts
3371,233,8.0,Black Notice
3371,79,9.0,Summer Sisters
3371,137,10.0,The Stand: Complete and Uncut
3371,234,9.0,Sanctuary
3371,235,7.0,Before I Say Good-Bye
3373,236,8.0,The Nanny Diaries: A Novel
3373,237,5.0,Digital Fortress : A Thriller
3373,238,7.0,House of Sand and Fog
3373,239,8.0,Q Is for Quarry
3373,240,5.0,Tell No One
3373,241,7.0,"\O\"" Is for Outlaw"""
3373,242,10.0,Beloved (Plume Contemporary Fiction)
3373,243,5.0,Angels &amp; Demons
3373,244,5.0,Deception Point
3556,8,10.0,The Da Vinci Code
3556,21,9.0,The King of Torts
3556,245,10.0,Island of the Blue Dolphins
3556,246,10.0,The Bridges of Madison County
3556,243,10.0,Angels &amp; Demons
3827,247,6.0,Girl in Hyacinth Blue
3827,248,8.0,Round Ireland With a Fridge
3827,40,7.0,Interview with the Vampire
3827,205,9.0,The Princess Bride: S Morgenstern's Classic Tale of True Love and High Adventure
3827,249,8.0,The Queen of the Damned (Vampire Chronicles (Paperback))
3827,250,8.0,The Tale of the Body Thief (Vampire Chronicles (Paperback))
3827,251,8.0,"Memnoch the Devil (Vampire Chronicles, No 5)"
3827,228,7.0,"The Golden Compass (His Dark Materials, Book 1)"
3827,252,7.0,A Kiss of Shadows (Meredith Gentry Novels (Paperback))
3827,253,10.0,Snow Crash
3827,254,10.0,The Bonesetter's Daughter
3917,255,7.0,Blindness (Harvest Book)
3917,256,10.0,Generation X: Tales for an Accelerated Culture
3917,116,5.0,Bridget Jones : The Edge of Reason
3923,257,5.0,"The Bad Beginning (A Series of Unfortunate Events, Book 1)"
3923,258,5.0,"The Reptile Room (A Series of Unfortunate Events, Book 2)"
3923,259,7.0,Neverwhere
3923,260,6.0,Coraline
3923,261,6.0,Guilty Pleasures (Anita Blake Vampire Hunter (Paperback))
4017,262,10.0,The Death of Vishnu: A Novel
4017,166,8.0,The Bean Trees
4017,263,9.0,Brave New World
4017,264,10.0,The Bell Jar : A Novel (Perennial Classics)
4017,265,9.0,"Tales of the City (Tales of the City Series, V. 1)"
4017,266,10.0,On the Road
4017,72,10.0,Songs in Ordinary Time (Oprah's Book Club (Paperback))
4017,73,9.0,Bridget Jones's Diary
4017,255,9.0,Blindness (Harvest Book)
4017,75,10.0,Lucky : A Memoir
4017,76,10.0,The Lovely Bones: A Novel
4017,77,5.0,"River, Cross My Heart"
4017,267,10.0,A Widow for One Year
4017,268,10.0,While I Was Gone
4017,269,10.0,Black and Blue : A Novel
4017,222,10.0,"Breath, Eyes, Memory"
4017,270,9.0,Plainsong (Vintage Contemporaries)
4017,271,10.0,The Reader
4017,272,9.0,Vinegar Hill (Oprah's Book Club (Paperback))
4017,273,9.0,The Book of Ruth (Oprah's Book Club (Paperback))
4017,274,10.0,Charming Billy
4017,7,10.0,Into the Wild
4017,275,9.0,Drowning Ruth
4017,210,10.0,To Kill a Mockingbird
4017,211,7.0,Slow Waltz in Cedar Bend
4017,276,10.0,"Rich Dad, Poor Dad: What the Rich Teach Their Kids About Money--That the Poor and Middle Class Do Not!"
4017,207,9.0,Song of Solomon (Oprah's Book Club (Paperback))
4017,277,10.0,Beloved
4017,278,10.0,We Were the Mulvaneys
4017,116,8.0,Bridget Jones : The Edge of Reason
4017,83,10.0,Jewel
4017,279,10.0,SHIPPING NEWS
4017,135,10.0,Snow Falling on Cedars
4017,143,10.0,Angela's Ashes: A Memoir
4017,280,5.0,STONES FROM THE RIVER
4017,281,9.0,The Color of Water: A Black Man's Tribute to His White Mother
4157,193,8.0,Stupid White Men ...and Other Sorry Excuses for the State of the Nation!
4157,282,10.0,Holidays on Ice : Stories
4157,283,8.0,Notes from a Small Island
4157,284,9.0,Red Dragon
4197,285,5.0,The Beach House
4334,193,6.0,Stupid White Men ...and Other Sorry Excuses for the State of the Nation!
4334,192,8.0,Thinner
4334,286,7.0,Dolores Claiborne
4385,199,10.0,The Runaway Jury
4785,287,5.0,The Perfect Storm : A True Story of Men Against the Sea
4785,288,6.0,The Girls' Guide to Hunting and Fishing
4785,185,7.0,Bridget Jones: The Edge of Reason
4785,236,9.0,The Nanny Diaries: A Novel
4785,259,7.0,Neverwhere
4896,57,10.0,Harry Potter and the Chamber of Secrets (Book 2)
4938,287,7.0,The Perfect Storm : A True Story of Men Against the Sea
4938,289,10.0,"The Vampire Lestat (Vampire Chronicles, Book II)"
4938,290,7.0,Into Thin Air : A Personal Account of the Mt. Everest Disaster
4938,291,9.0,Lightning
4938,62,7.0,Hideaway
4938,292,8.0,The Chamber
4938,293,10.0,Stranger in a Strange Land (Remembering Tomorrow)
4938,294,10.0,The Tommyknockers
4938,295,8.0,The Cat Who Knew Shakespeare
5385,223,10.0,Jurassic Park
5385,251,10.0,"Memnoch the Devil (Vampire Chronicles, No 5)"
5476,296,7.0,The Nanny Diaries: A Novel
5476,75,4.0,Lucky : A Memoir
5476,76,4.0,The Lovely Bones: A Novel
5476,297,5.0,Violets Are Blue
5476,8,10.0,The Da Vinci Code
5476,298,8.0,Rules of Prey
5476,49,5.0,The Street Lawyer
5476,201,5.0,Black Friday
5476,299,1.0,The Little Friend
5476,300,10.0,Keeping Faith : A Novel
5476,301,8.0,Saint Maybe
5499,22,10.0,The Last Juror
5499,302,10.0,Bleachers
5582,73,10.0,Bridget Jones's Diary
5582,288,9.0,The Girls' Guide to Hunting and Fishing
5582,303,10.0,Four To Score (A Stephanie Plum Novel)
5582,304,10.0,Hot Six : A Stephanie Plum Novel (A Stephanie Plum Novel)
5582,305,7.0,Story of O
5582,251,10.0,"Memnoch the Devil (Vampire Chronicles, No 5)"
5582,252,10.0,A Kiss of Shadows (Meredith Gentry Novels (Paperback))
5582,94,9.0,American Gods
5582,306,10.0,Sophie's World: A Novel About the History of Philosophy
5582,307,10.0,Betrayal in Death
5582,308,10.0,Reunion in Death
5582,246,7.0,The Bridges of Madison County
5582,309,10.0,Atlas Shrugged
5582,310,10.0,The Stranger
5582,311,10.0,The Book of Questions
5582,24,5.0,Chicken Soup for the Woman's Soul (Chicken Soup for the Soul Series (Paper))
5899,312,8.0,The Color of Magic
5899,94,9.0,American Gods
5956,313,5.0,Left Behind: A Novel of the Earth's Last Days (Left Behind No. 1)
6073,314,6.0,The Angel of Darkness
6073,196,10.0,Watership Down
6073,27,6.0,A Time to Kill
6073,28,5.0,The Pelican Brief
6073,79,6.0,Summer Sisters
6073,315,8.0,Pride and Prejudice
6073,316,9.0,The House of the Spirits
6073,317,10.0,Lolita (Vintage International)
6073,318,10.0,Possession : A Romance
6073,319,10.0,Corelli's Mandolin : A Novel
6073,320,10.0,A Confederacy of Dunces (Evergreen Book)
6238,255,9.0,Blindness (Harvest Book)
6238,321,8.0,A Prayer for Owen Meany
6238,267,10.0,A Widow for One Year
6238,322,10.0,The Flanders Panel
6238,323,9.0,The English Patient
6238,324,10.0,Midnight in the Garden of Good and Evil
6238,325,9.0,Fried Green Tomatoes at the Whistle Stop Cafe
6242,262,6.0,The Death of Vishnu: A Novel
6242,145,7.0,Bel Canto: A Novel
6242,208,6.0,Five Quarters of the Orange
6242,326,7.0,Wicked: The Life and Times of the Wicked Witch of the West
6242,288,5.0,The Girls' Guide to Hunting and Fishing
6242,162,7.0,Year of Wonders
6242,327,7.0,The Red Tent (Bestselling Backlist)
6242,148,8.0,The Hours : A Novel
6242,328,6.0,The Amazing Adventures of Kavalier &amp; Clay
6242,236,5.0,The Nanny Diaries: A Novel
6242,270,5.0,Plainsong (Vintage Contemporaries)
6242,271,8.0,The Reader
6242,329,7.0,Empire Falls
6242,330,7.0,"Like Water for Chocolate : A Novel in Monthly Installments with Recipes, Romances, and Home Remedies"
6242,124,5.0,Interpreter of Maladies
6242,331,5.0,The Virgin Suicides
6242,242,5.0,Beloved (Plume Contemporary Fiction)
6242,117,5.0,"Girl, Interrupted"
6242,324,5.0,Midnight in the Garden of Good and Evil
6242,135,8.0,Snow Falling on Cedars
6242,143,8.0,Angela's Ashes: A Memoir
6242,280,8.0,STONES FROM THE RIVER
6242,332,8.0,Cold Mountain
6242,281,7.0,The Color of Water: A Black Man's Tribute to His White Mother
6242,333,6.0,How to Be Good
6251,193,10.0,Stupid White Men ...and Other Sorry Excuses for the State of the Nation!
6251,3,7.0,One for the Money (Stephanie Plum Novels (Paperback))
6251,334,10.0,The Tao of Pooh
6251,335,9.0,Three To Get Deadly : A Stephanie Plum Novel (A Stephanie Plum Novel)
6251,65,7.0,Seven Up (A Stephanie Plum Novel)
6251,221,8.0,White Oleander : A Novel
6251,336,8.0,Reviving Ophelia: Saving the Selves of Adolescent Girls (Ballantine Reader's Circle)
6251,337,7.0,A Short Guide to a Happy Life
6251,176,4.0,A Heartbreaking Work of Staggering Genius
6251,238,6.0,House of Sand and Fog
6251,94,7.0,American Gods
6251,338,10.0,"Lamb : The Gospel According to Biff, Christ's Childhood Pal"
6251,31,7.0,"Tuesdays with Morrie: An Old Man, a Young Man, and Life's Greatest Lesson"
6251,1,10.0,The Cat in the Hat
6251,61,10.0,The Phantom Tollbooth
6251,96,10.0,Harry Potter and the Prisoner of Azkaban (Book 3)
6251,97,10.0,Harry Potter and the Goblet of Fire (Book 4)
6251,60,9.0,Harry Potter and the Order of the Phoenix (Book 5)
6251,284,7.0,Red Dragon
6251,339,7.0,The Horse Whisperer
6251,340,6.0,Hannibal
6251,341,10.0,A Wind in the Door
6251,342,10.0,A Wrinkle In Time
6251,225,10.0,A Wrinkle in Time
6251,343,10.0,Good Omens
6251,195,10.0,"Dude, Where's My Country?"
6251,344,7.0,Dying for Chocolate (Culinary Mysteries (Paperback))
6251,345,3.0,"The Shelters of Stone (Earth's Children Series, No 5)"
6251,346,8.0,The Secret Life of Bees
6251,16,7.0,A Year in Provence
6251,135,8.0,Snow Falling on Cedars
6251,143,8.0,Angela's Ashes: A Memoir
6251,347,8.0,"Artemis Fowl (Artemis Fowl, Book 1)"
6251,348,8.0,Shopgirl
6251,220,10.0,The Curious Incident of the Dog in the Night-Time (Vintage Contemporaries)
6280,190,9.0,Life of Pi
6280,91,9.0,The Martian Chronicles
6323,289,6.0,"The Vampire Lestat (Vampire Chronicles, Book II)"
6323,349,3.0,Postmortem
6323,350,1.0,Body of Evidence (Kay Scarpetta Mysteries (Paperback))
6323,351,6.0,The Chamber
6323,88,9.0,Circle of Friends
6323,352,6.0,The Client
6323,353,8.0,Kiss the Girls
6323,354,7.0,A Darkness More Than Night
6323,355,6.0,F Is for Fugitive (Kinsey Millhone Mysteries (Paperback))
6323,356,6.0,Death du Jour
6532,184,9.0,Ender's Game (Ender Wiggins Saga (Paperback))
6537,360,8.0,White Oleander : A Novel (Oprah's Book Club)
6537,361,6.0,Balzac and the Little Chinese Seamstress : A Novel
6537,211,4.0,Slow Waltz in Cedar Bend
6537,152,8.0,Where the Heart Is (Oprah's Book Club (Paperback))
6537,362,8.0,The Deep End of the Ocean (Oprah's Book Club (Hardcover))
6537,363,7.0,BAG OF BONES : A NOVEL
6543,326,10.0,Wicked: The Life and Times of the Wicked Witch of the West
6543,3,8.0,One for the Money (Stephanie Plum Novels (Paperback))
6543,312,6.0,The Color of Magic
6543,51,8.0,At Home in Mitford (The Mitford Years)
6543,93,9.0,The Secret Life of Bees
6543,364,6.0,Visions of Sugar Plums
6543,365,7.0,Now You See Me
6543,65,8.0,Seven Up (A Stephanie Plum Novel)
6543,179,8.0,Fahrenheit 451
6543,366,8.0,The Dress Lodger (Ballantine Reader's Circle)
6543,367,7.0,Big Cherry Holler: A Big Stone Gap Novel (Ballantine Reader's Circle)
6543,338,10.0,"Lamb : The Gospel According to Biff, Christ's Childhood Pal"
6543,368,8.0,"Fluke : Or, I Know Why the Winged Whale Sings"
6543,177,10.0,Sister of My Heart
6543,369,7.0,Three Junes
6543,361,6.0,Balzac and the Little Chinese Seamstress : A Novel
6543,370,8.0,Q Is for Quarry
6543,371,8.0,Outlander
6543,372,10.0,Roses Are Red (Alex Cross Novels)
6543,373,9.0,1st to Die: A Novel
6543,89,8.0,Flowers for Algernon (Bantam Classic)
6543,215,7.0,The Eyre Affair (Alex Awards (Awards))
6543,319,7.0,Corelli's Mandolin : A Novel
6543,374,8.0,Everything's Eventual : 14 Dark Tales
6543,376,7.0,Catch Me If You Can: The True Story of a Real Fake
6543,377,8.0,Fight Club
6543,378,6.0,The No. 1 Ladies' Detective Agency
6543,379,7.0,Tears of the Giraffe (No.1 Ladies Detective Agency)
6543,380,8.0,Morality for Beautiful Girls (No.1 Ladies Detective Agency)
6543,281,9.0,The Color of Water: A Black Man's Tribute to His White Mother
6563,381,8.0,Prodigal Summer
6563,166,9.0,The Bean Trees
6563,326,8.0,Wicked: The Life and Times of the Wicked Witch of the West
6563,189,8.0,Confessions of an Ugly Stepsister : A Novel
6563,382,10.0,The Saving Graces: A Novel
6563,296,7.0,The Nanny Diaries: A Novel
